Panel,File_Identification,Schdule,Quarter,Visit,Sector,State_Ut_Code,District_Code,NSS_Region,Stratum,Sub_Stratum,Sub_Sample,Fod_Sub_Region,FSU,Sample_Sg_Sb_No,Second_Stage_Stratum_No,Sample_Household_Number,Month_of_Survey,Response_Code,Survey_Code,Reason_for_Substitution,Household_Size,Household_Type,Religion,Social_Group,Usual_Expenditure,Imputed_Homegrown_Consumption,Imputed_Wages_Consumption,Annual_Clothing_Expenditure,Annual_Durables_Expenditure,Monthly_Consumer_Expenditure,Informant_Serial_No,Survey_Date,Total_Time_Taken,NSS_Sector_Stratum_Substr_Subsam,NSC_Sector_Stratum_Substr,Subsample_Multiplier,Contrib_Sample_Count
P4,CFVH4,104,Q6,V1,1,32,13,322,02,13,1,3222,11914,1,2,01,10,1,1,,2,4,1,3,6000,0,250,2750,2500,6688,01,29102024,  70,1,2,620876,4
P4,CFVH4,104,Q6,V1,1,32,13,322,02,13,1,3222,11914,1,2,02,10,1,1,,4,5,1,3,12500,0,350,7450,2700,13696,01,28102024,  35,1,2,620876,4
P4,CFVH4,104,Q6,V1,1,32,13,322,02,13,1,3222,11914,1,3,01,10,1,1,,4,9,1,3,11500,0,450,8500,2500,12867,01,28102024,  80,1,2,1761556,4
P4,CFVH4,104,Q6,V1,1,32,11,322,02,13,2,3222,15757,2,2,02,10,1,1,,3,3,1,2,12500,850,650,14650,1800,15371,03,23102024,  60,1,2,814095,4
P4,CFVH4,104,Q6,V1,1,32,11,322,02,13,2,3222,15757,2,3,01,10,1,1,,1,1,2,3,5500,240,0,3000,0,5990,01,23102024,  40,1,2,3513464,4
P4,CFVH4,104,Q6,V1,1,32,11,322,02,13,2,3222,15757,1,1,01,10,2,1,,3,3,3,9,18800,0,0,8500,3500,19800,01,26102024,  65,1,2,1856709,4
P4,CFVH4,104,Q6,V1,1,32,11,322,02,13,2,3222,15757,1,2,01,10,1,1,,4,5,1,2,12500,650,800,9600,1280,14857,01,26102024,  65,1,2,299930,4
P4,CFVH4,104,Q6,V1,1,32,11,322,02,13,2,3222,15757,1,2,02,10,1,1,,4,1,3,9,21500,300,450,12500,0,23292,04,26102024,  65,1,2,299930,4
P4,CFVH4,104,Q6,V1,1,32,11,322,02,13,2,3222,15757,2,2,01,10,1,2,2,3,2,2,3,18500,950,350,21500,3000,21842,03,23102024,  40,1,2,814095,4
P4,CFVH4,104,Q6,V1,1,32,11,322,02,13,2,3222,15757,1,3,01,10,1,2,2,4,2,2,3,16500,350,0,26500,1850,19213,01,26102024,  40,1,2,1342543,4
P4,CFVH4,104,Q6,V1,1,32,11,322,02,13,2,3222,15757,2,1,01,10,1,2,3,3,3,2,3,16500,100,0,25000,4500,19058,01,23102024,  65,1,2,5741515,4
P4,CFVH4,104,Q6,V1,1,32,09,322,02,14,2,3223,14253,2,2,01,12,1,1,,2,3,1,2,3000,0,7500,10500,15000,12625,02,24122024,  60,1,2,1782693,4
P4,CFVH4,104,Q6,V1,1,32,09,322,02,14,2,3223,14253,2,3,01,12,1,1,,4,3,3,3,19500,0,1500,8000,2000,21833,02,23122024,  80,1,2,4584069,4
P4,CFVH4,104,Q6,V1,1,32,09,322,02,14,2,3223,14253,1,2,01,12,1,1,,2,1,3,9,9000,1000,0,3000,5000,10667,02,23122024,  45,1,2,367857,4
P4,CFVH4,104,Q6,V1,1,32,09,322,02,14,2,3223,14253,1,2,02,12,1,1,,1,1,3,9,8500,500,0,5000,0,9417,01,24122024,  45,1,2,367857,4
P4,CFVH4,104,Q6,V1,1,32,09,322,02,14,2,3223,14253,1,3,01,12,1,1,,4,2,2,3,21000,0,0,20000,0,22667,01,23122024,  75,1,2,1160166,4
P4,CFVH4,104,Q6,V1,1,32,09,322,02,14,2,3223,14253,2,1,01,12,1,2,2,5,2,3,9,30000,0,0,25000,20000,33750,04,24122024,  85,1,2,5432971,4
P4,CFVH4,104,Q6,V1,1,32,09,322,02,14,2,3223,14253,2,2,02,12,1,2,2,3,2,2,3,45000,0,0,25000,45000,50833,01,23122024,  65,1,2,1782693,4
P4,CFVH4,104,Q6,V1,1,32,09,322,02,14,2,3223,14253,1,1,01,12,1,2,2,3,2,1,9,15000,0,250,7000,22000,17667,03,24122024,  70,1,2,820605,4
P4,CFVH4,104,Q6,V1,1,32,09,322,02,14,1,3223,10253,2,1,01,11,1,1,,2,3,1,3,9200,0,0,15000,61000,15533,01,26112024,  55,1,2,4860942,4
P4,CFVH4,104,Q6,V1,1,32,09,322,02,14,1,3223,10253,2,2,01,11,1,1,,2,3,1,2,9600,50,200,4200,0,10200,02,26112024,  50,1,2,1257140,4
P4,CFVH4,104,Q6,V1,1,32,09,322,02,14,1,3223,10253,2,2,02,11,1,1,,3,5,1,2,12000,150,200,7500,0,12975,02,26112024,  55,1,2,1257140,4
P4,CFVH4,104,Q6,V1,1,32,09,322,02,14,1,3223,10253,2,3,01,11,1,1,,2,3,1,3,10300,0,0,5500,0,10758,01,26112024,  50,1,2,6704747,4
P4,CFVH4,104,Q6,V1,1,32,09,322,02,14,1,3223,10253,1,1,01,11,1,1,,4,2,3,9,25600,0,0,35000,31000,31100,02,25112024,  65,1,2,1257140,4
P4,CFVH4,104,Q6,V1,1,32,09,322,02,14,1,3223,10253,1,2,01,11,1,1,,6,2,1,3,16500,800,400,9000,16000,19783,03,25112024,  65,1,2,139682,4
P4,CFVH4,104,Q6,V1,1,32,09,322,02,14,1,3223,10253,1,2,02,11,2,1,,5,5,3,3,16000,100,0,9300,0,16875,02,25112024,  60,1,2,139682,4
P4,CFVH4,104,Q6,V1,1,32,09,322,02,14,1,3223,10253,1,3,01,11,1,1,,4,4,3,1,12500,50,350,7500,0,13525,01,25112024,  60,1,2,698411,4
P4,CFVH4,104,Q6,V1,1,32,14,322,02,15,1,3220,14260,2,1,01,10,1,1,,4,1,2,3,23000,0,0,10000,116000,33500,02,27102024,  50,1,2,6317062,4
P4,CFVH4,104,Q6,V1,1,32,14,322,02,15,1,3220,14260,2,2,02,10,1,1,,5,5,1,9,25000,250,0,13000,12000,27333,02,27102024,  60,1,2,1895119,4
P4,CFVH4,104,Q6,V1,1,32,14,322,02,15,1,3220,14260,1,1,01,10,1,1,,5,3,1,9,25000,0,0,15000,7000,26833,02,29102024,  50,1,2,1947761,4
P4,CFVH4,104,Q6,V1,1,32,14,322,02,15,1,3220,14260,1,2,01,10,1,1,,2,9,1,9,15000,250,2000,8000,0,17917,02,27102024,  50,1,2,473780,4
P4,CFVH4,104,Q6,V1,1,32,14,322,02,15,1,3220,14260,1,2,02,10,1,1,,3,3,1,9,15000,0,0,10000,0,15833,03,27102024,  60,1,2,473780,4
P4,CFVH4,104,Q6,V1,1,32,14,322,02,15,1,3220,14260,1,3,01,10,1,1,,4,2,1,2,18000,0,0,8000,6000,19167,02,29102024,  50,1,2,947559,4
P4,CFVH4,104,Q6,V1,1,32,14,322,02,15,1,3220,14260,2,2,01,10,1,2,2,2,9,1,3,21000,100,3200,7500,0,24925,01,29102024,  40,1,2,1895119,4
P4,CFVH4,104,Q6,V1,1,32,14,322,02,15,1,3220,14260,2,3,01,10,1,2,2,2,3,1,3,15000,2000,0,13000,12000,19083,02,29102024,  50,1,2,3948164,4
P4,CFVH4,104,Q6,V1,1,32,07,322,02,15,2,3213,14082,2,1,01,11,1,1,,3,5,3,9,16800,320,210,8900,3450,18359,02,30112024,  70,1,2,6101571,4
P4,CFVH4,104,Q6,V1,1,32,07,322,02,15,2,3213,14082,2,2,01,11,1,1,,4,4,3,9,14100,120,210,8200,3600,15413,03,30112024,  75,1,2,1109376,4
P4,CFVH4,104,Q6,V1,1,32,07,322,02,15,2,3213,14082,2,2,02,11,1,1,,2,5,3,9,9300,110,360,5800,1900,10412,01,30112024,  65,1,2,1109376,4
P4,CFVH4,104,Q6,V1,1,32,07,322,02,15,2,3213,14082,2,3,01,11,1,1,,2,4,3,9,7900,120,300,5200,1750,8899,02,30112024,  70,1,2,2614959,4
P4,CFVH4,104,Q6,V1,1,32,07,322,02,15,2,3213,14082,1,1,01,11,1,1,,5,3,1,3,21600,280,510,23100,5100,24740,01,30112024, 110,1,2,1981029,4
P4,CFVH4,104,Q6,V1,1,32,07,322,02,15,2,3213,14082,1,2,01,11,1,1,,1,1,3,9,5100,330,0,1600,1050,5651,01,30112024,  55,1,2,515068,4
P4,CFVH4,104,Q6,V1,1,32,07,322,02,15,2,3213,14082,1,2,02,11,1,1,,4,1,3,9,20300,110,0,6800,3800,21293,01,30112024,  60,1,2,515068,4
P4,CFVH4,104,Q6,V1,1,32,07,322,02,15,2,3213,14082,1,3,01,11,1,1,,2,1,3,9,7300,280,0,3300,1800,8005,02,30112024,  60,1,2,898067,4
P4,CFVH4,104,Q6,V1,1,32,07,322,02,16,2,3213,12092,2,1,01,12,1,1,,5,3,3,9,10300,1000,300,8000,2500,12475,02,28122024,  90,1,2,4938488,4
P4,CFVH4,104,Q6,V1,1,32,07,322,02,16,2,3213,12092,2,2,01,12,1,1,,6,9,3,9,10870,250,600,10000,2250,12741,02,28122024, 100,1,2,1367581,4
P4,CFVH4,104,Q6,V1,1,32,07,322,02,16,2,3213,12092,2,2,02,12,1,1,,2,3,3,9,8750,150,500,5000,1500,9942,02,28122024,  80,1,2,1367581,4
P4,CFVH4,104,Q6,V1,1,32,07,322,02,16,2,3213,12092,1,1,01,12,1,1,,4,3,1,9,9450,250,600,8000,2800,11200,01,28122024, 100,1,2,2329953,4
P4,CFVH4,104,Q6,V1,1,32,07,322,02,16,2,3213,12092,1,2,01,12,1,1,,6,2,1,3,10750,300,250,10000,2800,12367,05,28122024, 100,1,2,316570,4
P4,CFVH4,104,Q6,V1,1,32,07,322,02,16,2,3213,12092,1,2,02,12,1,1,,3,4,3,9,8350,300,200,6000,1800,9500,02,28122024,  80,1,2,316570,4
P4,CFVH4,104,Q6,V1,1,32,07,322,02,16,2,3213,12092,1,3,01,12,1,1,,1,1,1,9,5650,200,0,3000,1250,6204,01,28122024,  70,1,2,1038349,4
P4,CFVH4,104,Q6,V1,1,32,07,322,02,16,2,3213,12092,2,3,01,12,1,2,2,2,4,1,9,6570,200,300,4000,1800,7553,02,28122024,  70,1,2,4710557,4
P4,CFVH4,104,Q6,V1,1,32,07,322,02,16,1,3213,15273,2,1,01,12,1,1,,4,3,1,2,12800,120,550,9800,4100,14628,02,17122024, 110,1,2,4471138,4
P4,CFVH4,104,Q6,V1,1,32,07,322,02,16,1,3213,15273,2,2,01,12,1,1,,5,3,1,9,13100,120,330,8200,2200,14417,03,17122024, 110,1,2,1580316,4
P4,CFVH4,104,Q6,V1,1,32,07,322,02,16,1,3213,15273,2,2,02,12,1,1,,2,3,1,2,5300,130,210,2300,1150,5928,01,17122024,  80,1,2,1580316,4
P4,CFVH4,104,Q6,V1,1,32,07,322,02,16,1,3213,15273,2,3,01,12,1,1,,1,4,1,3,4100,110,180,3200,1200,4757,01,17122024,  60,1,2,3700252,4
P4,CFVH4,104,Q6,V1,1,32,07,322,02,16,1,3213,15273,1,1,01,12,1,1,,2,1,3,9,9900,130,0,7200,2100,10805,02,18122024,  70,1,2,1464683,4
P4,CFVH4,104,Q6,V1,1,32,07,322,02,16,1,3213,15273,1,2,02,12,1,1,,3,1,1,3,11900,450,0,8200,3150,13296,03,18122024,  90,1,2,642405,4
P4,CFVH4,104,Q6,V1,1,32,07,322,02,16,1,3213,15273,1,2,01,12,1,2,2,5,9,1,3,12100,110,300,9500,2400,13502,03,18122024,  95,1,2,642405,4
P4,CFVH4,104,Q6,V1,1,32,07,322,02,16,1,3213,15273,1,3,01,12,1,2,2,2,5,1,3,8300,120,230,7100,1750,9388,01,18122024,  85,1,2,1207721,4
P4,CFVH4,104,Q6,V1,1,32,08,322,02,17,2,3221,10285,2,1,01,11,1,1,,3,9,1,9,13500,150,1000,7500,4000,15608,01,13112024,  45,1,2,6429877,4
P4,CFVH4,104,Q6,V1,1,32,08,322,02,17,2,3221,10285,2,2,01,11,1,1,,3,9,1,9,10000,150,2000,5000,3500,12858,01,13112024,  42,1,2,1589805,4
P4,CFVH4,104,Q6,V1,1,32,08,322,02,17,2,3221,10285,2,2,02,11,2,1,,3,3,1,9,9500,0,0,4500,3000,10125,03,13112024,  40,1,2,1589805,4
P4,CFVH4,104,Q6,V1,1,32,08,322,02,17,2,3221,10285,2,3,01,11,1,1,,1,3,1,3,3000,250,0,1500,2000,3542,01,13112024,  42,1,2,2261056,4
P4,CFVH4,104,Q6,V1,1,32,08,322,02,17,2,3221,10285,1,1,01,11,1,1,,2,9,1,9,6000,300,0,5000,6000,7217,02,12112024,  45,1,2,2543688,4
P4,CFVH4,104,Q6,V1,1,32,08,322,02,17,2,3221,10285,1,2,01,11,1,1,,5,2,1,9,15000,250,300,10000,2500,16592,01,12112024,  50,1,2,647698,4
P4,CFVH4,104,Q6,V1,1,32,08,322,02,17,2,3221,10285,1,2,02,11,1,1,,1,9,1,9,5000,0,0,2000,1500,5292,01,12112024,  40,1,2,647698,4
P4,CFVH4,104,Q6,V1,1,32,08,322,02,17,2,3221,10285,1,3,01,11,2,1,,3,3,3,9,18000,0,0,6000,3500,18792,01,12112024,  46,1,2,730133,4
P4,CFVH4,104,Q6,V1,1,32,14,322,02,17,1,3220,14167,2,1,01,11,1,1,,3,3,1,3,28000,800,0,15000,0,30050,01,21112024,  60,1,2,5488612,4
P4,CFVH4,104,Q6,V1,1,32,14,322,02,17,1,3220,14167,2,2,02,11,1,1,,2,2,1,3,7660,0,300,5600,15000,9677,01,20112024,  45,1,2,1536811,4
P4,CFVH4,104,Q6,V1,1,32,14,322,02,17,1,3220,14167,2,3,01,11,1,1,,3,5,1,9,12870,500,0,12000,1200,14470,02,20112024,  60,1,2,4903160,4
P4,CFVH4,104,Q6,V1,1,32,14,322,02,17,1,3220,14167,1,1,01,11,1,1,,6,2,1,3,18650,0,1600,12000,0,21250,04,21112024,  70,1,2,2171051,4
P4,CFVH4,104,Q6,V1,1,32,14,322,02,17,1,3220,14167,1,2,01,11,1,1,,2,3,2,3,12860,100,500,2000,0,13627,02,21112024,  50,1,2,561058,4
P4,CFVH4,104,Q6,V1,1,32,14,322,02,17,1,3220,14167,1,2,02,11,1,1,,2,5,1,2,9750,0,300,6000,67000,16133,01,20112024,  50,1,2,561058,4
P4,CFVH4,104,Q6,V1,1,32,14,322,02,17,1,3220,14167,2,2,01,11,1,2,2,3,3,1,3,12600,150,0,3000,2000,13167,02,20112024,  60,1,2,1536811,4
P4,CFVH4,104,Q6,V1,1,32,14,322,02,17,1,3220,14167,1,3,01,11,1,2,3,2,1,1,3,16850,300,2000,2000,0,19317,01,21112024,  45,1,2,1268479,4
P4,CFVH4,104,Q6,V1,1,32,07,322,02,18,2,3213,15823,2,1,01,12,1,1,,2,2,1,3,17000,100,0,15000,30000,20850,01,23122024,  90,1,2,3982648,4
P4,CFVH4,104,Q6,V1,1,32,07,322,02,18,2,3213,15823,2,2,01,12,1,1,,2,3,1,3,9500,50,600,7500,28000,13108,02,23122024,  90,1,2,1526682,4
P4,CFVH4,104,Q6,V1,1,32,07,322,02,18,2,3213,15823,2,3,01,12,1,1,,6,3,1,2,14000,0,800,25000,2500,17092,02,23122024, 120,1,2,3053363,4
P4,CFVH4,104,Q6,V1,1,32,07,322,02,18,2,3213,15823,1,1,01,12,1,1,,4,2,1,3,22500,150,0,30000,50000,29317,02,23122024,  85,1,2,1792191,4
P4,CFVH4,104,Q6,V1,1,32,07,322,02,18,2,3213,15823,1,2,01,12,1,1,,2,3,1,3,13250,80,0,14000,4500,14872,01,23122024,  75,1,2,309761,4
P4,CFVH4,104,Q6,V1,1,32,07,322,02,18,2,3213,15823,1,2,02,12,1,1,,3,1,1,3,12500,120,0,13000,2500,13912,01,23122024,  65,1,2,309761,4
P4,CFVH4,104,Q6,V1,1,32,07,322,02,18,2,3213,15823,1,3,01,12,1,1,,4,3,3,9,19500,175,1250,22500,8450,23504,02,23122024,  80,1,2,685900,4
P4,CFVH4,104,Q6,V1,1,32,07,322,02,18,2,3213,15823,2,2,02,12,1,2,2,2,5,1,2,11000,80,800,8000,2500,12755,01,23122024, 100,1,2,1526682,4
P4,CFVH4,104,Q6,V1,1,32,10,322,02,18,1,3223,13429,2,1,01,10,1,1,,4,2,1,9,10360,0,0,10750,0,11256,01,29102024,  45,1,2,6292174,4
P4,CFVH4,104,Q6,V1,1,32,10,322,02,18,1,3223,13429,2,2,01,10,1,1,,5,2,1,3,16850,150,0,8500,0,17708,02,29102024,  55,1,2,1319327,4
P4,CFVH4,104,Q6,V1,1,32,10,322,02,18,1,3223,13429,2,2,02,10,1,1,,2,9,1,3,15680,560,0,16450,65400,23061,01,29102024,  30,1,2,1319327,4
P4,CFVH4,104,Q6,V1,1,32,10,322,02,18,1,3223,13429,2,3,01,10,1,1,,1,9,1,3,3650,350,900,0,0,4900,01,29102024,  20,1,2,2503338,4
P4,CFVH4,104,Q6,V1,1,32,10,322,02,18,1,3223,13429,1,1,01,10,1,1,,4,3,1,9,25540,120,0,21750,36500,30514,02,28102024,  65,1,2,2435680,4
P4,CFVH4,104,Q6,V1,1,32,10,322,02,18,1,3223,13429,1,2,01,10,1,1,,1,1,3,9,9500,350,0,7500,0,10475,01,28102024,  20,1,2,586367,4
P4,CFVH4,104,Q6,V1,1,32,10,322,02,18,1,3223,13429,1,2,02,10,1,1,,2,9,1,3,10350,25,0,8850,1500,11238,01,28102024,  30,1,2,586367,4
P4,CFVH4,104,Q6,V1,1,32,10,322,02,18,1,3223,13429,1,3,01,10,1,1,,2,2,2,3,14650,30,0,4860,0,15085,02,28102024,  30,1,2,676578,4
P4,CFVH4,104,Q5,V1,1,23,08,231,01,01,1,2322,16670,1,1,01,9,1,1,,7,3,1,1,10000,2000,1000,7000,12000,14583,01,25092024,  80,1,2,362963,4
P4,CFVH4,104,Q5,V1,1,23,08,231,01,01,1,2322,16670,1,2,01,9,1,1,,3,1,1,1,5000,1500,1000,3000,2500,7958,03,25092024,  60,1,2,362963,4
P4,CFVH4,104,Q5,V1,1,23,08,231,01,01,1,2322,16670,1,2,02,9,1,1,,4,1,1,1,5000,1500,1200,2500,3000,8158,02,25092024,  70,1,2,362963,4
P4,CFVH4,104,Q5,V1,1,23,08,231,01,01,1,2322,16670,1,2,03,9,1,1,,3,5,1,1,5000,0,800,3000,7000,6633,02,25092024,  60,1,2,362963,4
P4,CFVH4,104,Q5,V1,1,23,08,231,01,01,1,2322,16670,1,3,01,9,1,1,,4,3,1,1,7000,0,1000,4000,4500,8708,01,26092024,  60,1,2,7259257,4
P4,CFVH4,104,Q5,V1,1,23,08,231,01,01,1,2322,16670,1,3,02,9,1,1,,5,4,1,1,7000,0,1000,4000,3500,8625,02,26092024,  60,1,2,7259257,4
P4,CFVH4,104,Q5,V1,1,23,08,231,01,01,1,2322,16670,1,3,03,9,1,1,,6,5,1,1,8000,0,1200,2500,3500,9700,02,26092024,  75,1,2,7259257,4
P4,CFVH4,104,Q5,V1,1,23,08,231,01,01,1,2322,16670,1,3,04,9,1,2,2,4,4,1,1,6000,0,1500,5000,5000,8333,02,26092024,  75,1,2,7259257,4
P4,CFVH4,104,Q5,V1,1,23,44,231,01,01,2,2331,16573,1,1,01,9,1,1,,6,1,1,1,3500,900,800,9000,16000,7283,03,11092024,  60,1,2,2379969,4
P4,CFVH4,104,Q5,V1,1,23,44,231,01,01,2,2331,16573,1,1,02,9,1,1,,6,1,1,1,3000,1000,600,12000,10000,6433,01,11092024,  90,1,2,2379969,4
P4,CFVH4,104,Q5,V1,1,23,44,231,01,01,2,2331,16573,1,2,01,9,1,1,,4,1,1,1,4000,900,500,8000,15000,7317,03,12092024,  40,1,2,1368482,4
P4,CFVH4,104,Q5,V1,1,23,44,231,01,01,2,2331,16573,1,2,02,9,1,1,,4,3,1,1,4000,600,500,12000,18000,7600,01,12092024,  60,1,2,1368482,4
P4,CFVH4,104,Q5,V1,1,23,44,231,01,01,2,2331,16573,1,2,04,9,1,1,,3,1,1,1,2500,600,400,5000,7000,4500,03,11092024,  50,1,2,1368482,4
P4,CFVH4,104,Q5,V1,1,23,44,231,01,01,2,2331,16573,1,3,01,9,1,1,,5,1,1,1,3500,1000,600,4000,9000,6183,01,11092024,  50,1,2,8805885,4
P4,CFVH4,104,Q5,V1,1,23,44,231,01,01,2,2331,16573,1,2,03,9,1,2,2,5,1,1,1,3000,800,600,11000,14000,6483,05,12092024,  60,1,2,1368482,4
P4,CFVH4,104,Q5,V1,1,23,44,231,01,01,2,2331,16573,1,3,02,9,1,2,2,6,5,1,1,4500,900,800,14000,17000,8783,04,12092024,  90,1,2,8805885,4
P4,CFVH4,104,Q5,V1,1,23,12,231,01,02,2,2331,16463,1,1,01,9,1,1,,5,1,1,3,6000,3200,800,8000,19500,12292,05,19092024,  60,1,2,588073,4
P4,CFVH4,104,Q5,V1,1,23,12,231,01,02,2,2331,16463,1,1,02,9,1,1,,5,1,1,3,6500,3400,1000,6000,8500,12108,05,19092024,  55,1,2,588073,4
P4,CFVH4,104,Q5,V1,1,23,12,231,01,02,2,2331,16463,1,2,01,9,1,1,,2,5,1,1,2500,1000,500,3500,6000,4792,02,19092024,  50,1,2,294036,4
P4,CFVH4,104,Q5,V1,1,23,12,231,01,02,2,2331,16463,1,2,02,9,1,1,,7,1,1,1,4000,2800,800,6000,3000,8350,01,20092024,  60,1,2,294036,4
P4,CFVH4,104,Q5,V1,1,23,12,231,01,02,2,2331,16463,1,2,03,9,1,1,,7,1,1,1,3000,1800,700,5000,12000,6917,01,19092024,  65,1,2,294036,4
P4,CFVH4,104,Q5,V1,1,23,12,231,01,02,2,2331,16463,1,2,04,9,9,1,,2,1,1,9,3500,2000,500,4000,15000,7583,01,20092024,  50,1,2,294036,4
P4,CFVH4,104,Q5,V1,1,23,12,231,01,02,2,2331,16463,1,3,01,9,2,1,,1,9,1,1,500,0,0,1000,0,583,01,19092024,  35,1,2,11173381,4
P4,CFVH4,104,Q5,V1,1,23,12,231,01,02,2,2331,16463,1,3,02,9,1,1,,8,1,1,3,7500,3500,1000,3500,12500,13333,03,19092024,  65,1,2,11173381,4
P4,CFVH4,104,Q5,V1,1,23,12,231,01,02,1,2331,11741,1,1,01,8,1,1,,5,1,1,9,6500,2500,500,12000,6500,11042,02,22082024,  45,1,2,1421864,4
P4,CFVH4,104,Q5,V1,1,23,12,231,01,02,1,2331,11741,1,1,02,8,1,1,,3,2,1,9,5000,2000,0,9000,28500,10125,01,22082024,  45,1,2,1421864,4
P4,CFVH4,104,Q5,V1,1,23,12,231,01,02,1,2331,11741,1,2,01,8,1,1,,4,1,1,3,4000,2000,350,9600,4600,7533,01,22082024,  35,1,2,853118,4
P4,CFVH4,104,Q5,V1,1,23,12,231,01,02,1,2331,11741,1,2,02,8,1,1,,5,2,1,3,6000,800,350,10000,5500,8442,01,21082024,  35,1,2,853118,4
P4,CFVH4,104,Q5,V1,1,23,12,231,01,02,1,2331,11741,1,2,03,8,1,1,,4,2,1,3,8000,1000,0,10000,2500,10042,01,21082024,  35,1,2,853118,4
P4,CFVH4,104,Q5,V1,1,23,12,231,01,02,1,2331,11741,1,2,04,8,1,1,,3,1,1,2,4000,1000,300,6500,12000,6842,01,22082024,  40,1,2,853118,4
P4,CFVH4,104,Q5,V1,1,23,12,231,01,02,1,2331,11741,1,3,01,8,1,1,,4,5,1,1,3500,500,350,12500,7800,6042,01,22082024,  35,1,2,11303815,4
P4,CFVH4,104,Q5,V1,1,23,12,231,01,02,1,2331,11741,1,3,02,8,1,1,,4,1,1,1,3500,400,380,6000,8500,5488,01,22082024,  45,1,2,11303815,4
P4,CFVH4,104,Q5,V1,1,23,13,231,01,03,2,2331,12810,1,1,01,7,1,1,,4,3,1,9,10000,0,500,16000,22000,13667,02,05072024,  60,1,2,3659881,4
P4,CFVH4,104,Q5,V1,1,23,13,231,01,03,2,2331,12810,1,1,02,7,1,1,,5,2,1,9,10000,2500,1800,22000,42000,19633,02,05072024,  70,1,2,3659881,4
P4,CFVH4,104,Q5,V1,1,23,13,231,01,03,2,2331,12810,1,2,01,7,1,1,,3,2,1,9,5000,0,600,9000,21000,8100,01,05072024,  50,1,2,989968,4
P4,CFVH4,104,Q5,V1,1,23,13,231,01,03,2,2331,12810,1,2,02,7,1,1,,4,2,1,2,7000,0,800,16000,17000,10550,02,06072024,  60,1,2,989968,4
P4,CFVH4,104,Q5,V1,1,23,13,231,01,03,2,2331,12810,1,2,03,7,1,1,,5,2,1,2,4500,1300,700,8000,14000,8333,02,06072024,  80,1,2,989968,4
P4,CFVH4,104,Q5,V1,1,23,13,231,01,03,2,2331,12810,1,2,04,7,1,1,,4,5,1,2,3500,0,600,7000,16000,6017,04,06072024,  90,1,2,989968,4
P4,CFVH4,104,Q5,V1,1,23,13,231,01,03,2,2331,12810,1,3,01,7,1,1,,5,5,1,2,5000,0,600,13000,18000,8183,02,06072024,  80,1,2,6119801,4
P4,CFVH4,104,Q5,V1,1,23,13,231,01,03,2,2331,12810,1,3,02,7,1,2,2,7,3,1,3,8000,1100,900,13000,22000,12917,02,06072024,  90,1,2,6119801,4
P4,CFVH4,104,Q5,V1,1,23,13,231,01,03,1,2331,12777,1,1,01,7,1,1,,5,3,1,2,15000,0,0,50000,22500,21042,03,12072024,  50,1,2,5200974,4
P4,CFVH4,104,Q5,V1,1,23,13,231,01,03,1,2331,12777,1,1,02,7,1,1,,4,3,1,9,7000,1000,400,15000,0,9650,02,12072024,  35,1,2,5200974,4
P4,CFVH4,104,Q5,V1,1,23,13,231,01,03,1,2331,12777,1,2,01,7,1,1,,7,2,1,9,4000,2500,600,18600,25000,10733,02,12072024,  50,1,2,1019110,4
P4,CFVH4,104,Q5,V1,1,23,13,231,01,03,1,2331,12777,1,2,02,7,1,1,,5,1,1,2,1500,1000,350,5000,0,3267,02,12072024,  40,1,2,1019110,4
P4,CFVH4,104,Q5,V1,1,23,13,231,01,03,1,2331,12777,1,2,03,7,1,1,,6,5,1,2,3000,0,400,15000,20000,6317,02,12072024,  35,1,2,1019110,4
P4,CFVH4,104,Q5,V1,1,23,13,231,01,03,1,2331,12777,1,2,04,7,1,1,,2,2,1,9,4500,2000,250,5000,10000,8000,01,12072024,  25,1,2,1019110,4
P4,CFVH4,104,Q5,V1,1,23,13,231,01,03,1,2331,12777,1,3,01,7,1,1,,5,4,1,2,2500,0,450,10000,2500,3992,01,12072024,  35,1,2,5482107,4
P4,CFVH4,104,Q5,V1,1,23,13,231,01,03,1,2331,12777,1,3,02,7,1,1,,5,3,1,3,5000,2500,350,13500,16600,10358,02,12072024,  35,1,2,5482107,4
P4,CFVH4,104,Q5,V1,1,23,12,231,01,04,1,2331,13129,2,1,01,7,2,1,,4,3,1,9,6500,800,350,8500,4500,8733,03,19072024,  55,1,2,4294846,4
P4,CFVH4,104,Q5,V1,1,23,12,231,01,04,1,2331,13129,2,2,01,7,2,1,,1,3,1,3,10000,0,0,15000,25000,13333,01,20072024,  28,1,2,2576908,4
P4,CFVH4,104,Q5,V1,1,23,12,231,01,04,1,2331,13129,2,2,02,7,2,1,,5,5,1,2,6000,0,350,7800,5600,7467,01,20072024,  60,1,2,2576908,4
P4,CFVH4,104,Q5,V1,1,23,12,231,01,04,1,2331,13129,2,3,01,7,2,1,,2,1,1,3,3000,600,250,5000,4200,4617,01,20072024,  42,1,2,9276868,4
P4,CFVH4,104,Q5,V1,1,23,12,231,01,04,1,2331,13129,1,2,01,7,2,1,,4,1,1,9,4200,1450,350,10000,12000,7833,01,19072024,  56,1,2,1116660,4
P4,CFVH4,104,Q5,V1,1,23,12,231,01,04,1,2331,13129,1,2,02,7,2,1,,2,9,1,9,5000,0,200,10000,15000,7283,01,19072024,  35,1,2,1116660,4
